(1) went to new D (2) went to new R (3) open seat to D (4) open seat to R (5) Pa: didn’t return,,,2011,2013,2015,2017,2019,State,BA,BS,JD,PhD,MBA,MPA/MPP,MA ,MS,MPH,MD,DMD,Other bachelors,Other postgrad,JDs,Has a non-JD postgraduate degree,Has a MD,Has a bachelors or above,JD + another postgrad degree,Has a postgraduate degree,BS and Replaced,BA,BA and Replaced,NO BA or BS and Replaced,New Member,BA (Replacement),BS (Replacement),JD (Replacement),PhD (Replacement,MBA (Replacement),MPA/MPP (Replacement),MA (Replacement),MS (Replacement),MPH (Replacement),MD (Replacement),DMD (Replacement),Other bachelors,Other postgrad,,
,"Lou Correa, D-Calif.","California State U., Fullerton, B.A. 1980 (economics)
U. of California, Los Angeles, J.D. 1985
U. of California, Los Angeles, M.B.A. 1985",0,0,0,1,1,Calif.,1,0,1,0,1,0,0,0,0,0,0,,,1,1,0,0,1,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Andy Levin,,,,0,0,1,,1,,1,,,,1,,,,,,,1,1,0,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,1,0,0,0,0,0,0,,
,Chip Roy,,,,0,0,1,,,1,1,,,,,1,,,,,,1,1,0,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,0,0,1,0,0,0,0,0,,
,Harley Rouda Jr,,,,0,0,1,,1,0,1,0,1,0,,,,0,,,,1,1,0,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,1,0,0,0,0,0,0,0,0,,
,John Rose,,,,0,0,1,,,1,1,,,,,1,,,,,,1,1,0,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,0,0,1,0,0,0,0,0,,
,Mikie Sherrill,,,,0,0,1,,,1,1,,,,,1,,,,,,1,1,0,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,0,0,1,0,0,0,0,0,,
,William Timmons,,,,0,0,1,,1,,1,,,,1,,,,,,,1,1,0,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,1,0,0,0,0,0,0,,
,"Mike Gallagher, R-Wis.","Princeton U., A.B. 2006 (Near Eastern studies)
Georgetown U., M.A. 2012 (security studies)
Georgetown U., M.A. 2013 (government)
Georgetown U., Ph.D. 2015 (international relations)",0,0,0,1,1,Wis.,1,0,0,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Drew Ferguson, R-Ga.","U. of Georgia, attended 1985-88, B.S.
Medical College of Georgia, D.M.D. 1992",0,0,0,1,1,Ga.,0,1,0,0,0,0,0,0,0,0,1,,,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Al Lawson, D-Fla.","Florida A&M U., B.S. 1970 (political science)
Florida State U., M.P.A. 1973
Florida State U., attended Ph.D. program 1974-77",0,0,0,1,1,Fla.,0,1,0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Val B. Demings, D-Fla.","Florida State U., B.S. 1979 (criminology)
Webster U., Orlando, M.A. 1996 (public administration)",0,0,0,1,1,Fla.,0,1,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Neal Dunn, R-Fla.","Washington & Lee U., B.S. 1975 (interdepartmental natural science & mathematics)
George Washington U., M.D. 1979",0,0,0,1,1,Fla.,0,1,0,0,0,0,0,0,0,1,0,,,0,1,1,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Trey Hollingsworth, R-Ind.","U. of Pennsylvania, B.S. 2004 (real estate & legal studies and business ethics)
Georgetown U., M.P.P. 2014",0,0,0,1,1,Ind.,0,1,0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Roger Marshall, R-Kan.","Butler County Community College, A.S. 1980
Kansas State U., B.S. 1982 (biochemistry)
U. of Kansas, M.D. 1987",0,0,0,1,1,Kan.,0,1,0,0,0,0,0,0,0,1,0,,,0,1,1,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Jodey C. Arrington, R-Texas","Texas Tech U., B.A. 1994 (political science)
Texas Tech U., M.P.A. 1997",0,0,0,1,1,Texas,1,0,0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Don Bacon, R-Neb.","Northern Illinois U., B.A. 1984 (political science)
U. of Phoenix, M.A. 1995 (management)",0,0,0,1,1,Neb.,1,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Jim Banks, R-Ind.","Indiana U., B.A. 2004 (political science)
Grace College, M.B.A. 2013",0,0,0,1,1,Ind.,1,0,0,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Jack Bergman, R-Mich.","Gustavus Adolphus College, B.A. 1969 (business)
U. of West Florida, M.B.A. 1975",0,0,0,1,1,Mich.,1,0,0,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Lisa Blunt Rochester, D-Del.","Villanova U., attended 1980-81
U. of Delaware, attended 1981-82
Fairleigh Dickinson U., B.A. 1985 (political science)
U. of Delaware, M.A. 2002 (human services, education and public policy)",0,0,0,1,1,Del.,1,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Ted Budd, R-N.C.","Appalachian State U., B.S. 1994 (business administration)
Dallas Theological Seminary, Th.M. 1998 (educational leadership)
Wake Forest U., M.B.A. 2007",0,0,0,1,1,N.C.,1,1,0,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Salud Carbajal, D-Calif.","U. of California, Santa Barbara, B.A. 1990 (Latin American and Iberian studies)
Fielding Graduate U., M.A. 1994 (organizational management)",0,0,0,1,1,Calif.,1,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Pramila Jayapal, D-Wash.","Georgetown U., B.A. 1986 (English langugage and literature)
Northwestern U., M.B.A. 1990",0,0,0,1,1,Wash.,1,0,0,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Paul Mitchell, R-Mich.","Michigan State U., B.A. 1978 (social science)
Michigan State U., attended M.A. program",0,0,0,1,1,Mich.,1,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Stephanie Murphy, D-Fla.","College of William & Mary, B.A. 2000 (economics & international relations)
Georgetown U., M.S.F.S. 2004",0,0,0,1,1,Fla.,1,0,0,0,0,0,0,1,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Brad Schneider, D-Ill.","Northwestern U., B.S. 1983 (industrial engineering)
Northwestern U., M.B.A. 1988",0,1,0,1,1,Ill.,1,1,0,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Abigail Spanberger,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Anthony Gonzalez,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Chrissy Houlahan,,,,0,0,1,,,1,,,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,1,0,0,0,0,0,,
,Cindy Axne,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Dan Crenshaw,,,,0,0,1,,1,,,,,1,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,,
,David Trone,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Dean Phillips,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Debbie Mucarsel-Powell,,,,0,0,1,,1,0,0,0,0,0,1,0,,0,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,0,,
,Donna Shalala,,,,0,0,1,,1,,,1,,,1,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,1,0,0,1,0,0,0,0,0,0,,
,Dusty Johnson,,,,0,0,1,,1,,,,,1,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,,
,Elaine Luria,,,,0,0,1,,,1,,,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,1,0,0,0,0,0,,
,Elissa Slotkin,,,,0,0,1,,1,,,,,,1,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,0,,
,Gil Cisneros,,,,0,0,1,,1,,,,1,,1,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,1,0,0,0,0,0,0,,
,Greg Gianforte,,,,0,0,1,,,1,,,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,1,0,0,0,0,0,,
,Greg Pence,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Haley Stevens,,,,0,0,1,,1,,,,,,1,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,0,,
,Jeff Van Drew,,,,0,0,1,,,1,,,,,,,,,1,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,0,0,0,1,0,0,,
,Jesus Garcia,,,,0,0,1,,1,,,,,1,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,,
,Jim Baird,,,,0,0,1,,,1,,1,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,1,0,0,0,1,0,0,0,0,0,,
,Jimmy Gomez,,,,0,0,1,,1,,,,,1,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,,
,John Johce,,,,0,0,1,,,1,,,,,,,,1,,,,0,1,1,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,0,0,1,0,0,0,,
,Josh Harder,,,,0,0,1,,1,0,0,0,1,1,,,,0,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,1,0,0,0,0,0,0,0,,
,Katie Hill,,,,0,0,1,,1,0,0,0,0,1,,,,0,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,,
,Kevin Hern,,,,0,0,1,,,1,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,1,0,0,0,0,0,0,0,0,,
,Kim Schrier,,,,0,0,1,,,1,,,,,,,,1,,,,0,1,1,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,0,0,1,0,0,0,,
,Lauren Underwood,,,,0,0,1,,,1,,,,,,1,1,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,0,1,1,0,0,0,0,,
,Mark Green,,,,0,0,1,,,1,,,,,1,,,1,,,,0,1,1,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,0,1,0,0,1,0,0,0,,
,Max Rose,,,,0,0,1,,1,,,,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,1,0,0,0,0,0,,
,Ron Estes,,,,0,0,1,,,1,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,1,0,0,0,0,0,0,0,0,,
,Russ Fulcher,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Sean Casten,,,,0,0,1,,1,,,,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,1,0,0,0,0,0,,
,Steve Watkins,,,,0,0,1,,,1,,,,1,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,0,1,0,1,0,0,0,0,0,,
,Susie Lee,,,,0,0,1,,1,,,,,,,1,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,1,0,0,0,0,0,,
,TJ Cox,,,,0,0,1,,0,1,0,0,1,0,,,,0,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,0,1,0,0,1,0,0,0,0,0,0,0,0,,
,Tom Malinowski,,,,0,0,1,,1,,,,,,1,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,0,,
,Van Taylor,,,,0,0,1,,1,,,,1,,,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,1,0,0,0,0,0,0,0,0,,
,Veronica Escobar,,,,0,0,1,,1,,,,,,1,,,,,,,0,1,0,1,0,1,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3,"Colleen Hanabusa, D-Hawaii","U. of the Pacific, attended 1969-70
Colorado College, attended 1970-71
U. of Hawaii, B.A. 1973 (economics & sociology)
U. of Hawaii, M.A. 1975 (sociology)
U. of Hawaii, J.D. 1977",1,1,0,1,0,Hawaii,1,0,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Jason Lewis, R-Minn.","U. of Northern Iowa, B.A. 1979 (education & business management)
U. of Colorado, Denver, M.A. 1992 (political science)",0,0,0,1,0,Minn.,1,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Carol Shea-Porter, D-N.H.","U. of New Hampshire, B.A. 1975 (social services)
U. of New Hampshire, M.P.A. 1979",0,1,0,1,0,N.H.,1,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Josh Gottheimer, D-N.J.","U. of Pennsylvania, B.A. 1997 (history)
Oxford U., attended Ph.D. program 1997-98
Harvard U., J.D. 2004",0,0,0,1,1,N.J.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Lloyd K. Smucker, R-Pa.","Franklin & Marshall U., attended 1988-91
Lebanon Valley College, attended",0,0,0,1,1,Pa.,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Clay Higgins, R-La.","Louisiana State U., attended 1979-83
Louisiana State U., attended 1989-90",0,0,0,1,1,La.,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Tom O’Halleran, D-Ariz.","DePaul U., attended 1991-93",0,0,0,1,1,Ariz.,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Brian Mast, R-Fla.","Palm Beach Atlantic U., attended 2000-2002
American Military U., attended 2008-10
Harvard U., A.L.B. 2016 (economics)",0,0,0,1,1,Fla.,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Adriano Espaillat, D-N.Y.","Queens College, B.S. 1978 (political science)",0,0,0,1,1,N.Y.,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Tom Suozzi, D-N.Y.","Boston College, B.S. 1984 (accounting)
Fordham U., J.D. 1989",0,0,0,1,1,N.Y.,0,1,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"James R. Comer, R-Ky.","Western Kentucky U., B.S. 1993 (agriculture)",0,0,0,1,1,Ky.,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Charlie Crist, D-Fla.","Wake Forest U., attended 1974-76
Florida State U., B.S. 1978 (government)
Samford U., J.D. 1981",0,0,0,1,1,Fla.,0,1,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Matt Gaetz, R-Fla.","Florida State U., B.S. 2003 (interdisciplinary social sciences)
College of William & Mary, J.D. 2007",0,0,0,1,1,Fla.,0,1,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Vicente Gonzalez, D-Texas","Embry-Riddle Aeronautical U., B.S. 1992 (aviation business administration)
Texas Wesleyan U., J.D. 1996",0,0,0,1,1,Texas,0,1,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Mike Johnson, R-La.","Louisiana State U., B.S. 1995 (business administration)
Louisiana State U., J.D. 1998",0,0,0,1,1,La.,0,1,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Raja Krishnamoorthi, D-Ill.","Princeton U., B.S.E. 1995 (mechanical & aerospace engineering)
Harvard U., J.D. 2000",0,0,0,1,1,Ill.,0,1,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"John Rutherford, R-Fla.","Florida Junior College, A.A. 1972
Florida State U., B.S. 1974 (criminology)",0,0,0,1,1,Fla.,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Dwight Evans, D-Pa.","Community College of Philadelphia, A.A. 1973
La Salle College, B.A. 1975 (English)",0,0,0,1,1,Pa.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Nanette Barragán, D-Calif.","U. of California, Los Angeles, B.A. 2000 (political science)
U. of Southern California, J.D. 2005",0,0,0,1,1,Calif.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Anthony G. Brown, D-Md.","Harvard U., A.B. 1984 (government)
Harvard U., J.D. 1992",0,0,0,1,1,Md.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Liz Cheney, R-Wyo.","Colorado College, B.A. 1988 (political science)
U. of Chicago, J.D. 1996",0,0,0,1,1,Wyo.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Ro Khanna, D-Calif.","U. of Chicago, A.B. 1998 (economics)
Yale U., J.D. 2001",0,0,0,1,1,Calif.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"David Kustoff, R-Tenn.","Memphis State U., B.B.A. 1989
Memphis State U., J.D. 1992",0,0,0,1,1,Tenn.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Jimmy Panetta, D-Calif.","Monterey Peninsula College, A.A. 1989 (general education)
U. of California, Davis, B.A. 1992 (international relations)
Santa Clara U., J.D. 1996",0,0,0,1,1,Calif.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Jamie Raskin, D-Md.","Harvard U., A.B. 1983 (government)
Harvard U., J.D. 1987",0,0,0,1,1,Md.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Francis Rooney, R-Fla.","Georgetown U., B.A. 1975 (English)
Georgetown U., J.D. 1978",0,0,0,1,1,Fla.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Darren Soto, D-Fla.","Rutgers U., B.A. 2000 (economics)
George Washington U., J.D. 2004",0,0,0,1,1,Fla.,1,0,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Abby Finkenauer,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Alexandria Ocasio-Cortez,,,,0,0,1,,1,0,0,0,0,,,,,0,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Angie Craig,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Anthony Brindisi,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Antonio Delgado,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Ayanna Pressley,,,,0,0,1,,0,0,0,0,0,,,,,0,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Ben Cline,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Ben McAdams,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Bryan Steil,,,,0,0,1,,,1,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,,
,Carol Miller,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Chris Pappas,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Colin Allred,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Conor Lamb,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Dan Meuser,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Deb Haaland,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Debbie Lesko,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Denver Riggleman,,,,0,0,1,,1,,,,,,,,,,,,,0,0,0,1,0,0,FALSE,FALSE,FALSE,1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Ed Case,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
,Greg Stanton,,,,0,0,1,,1,,1,,,,,,,,,,,1,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,,
